Q530524,"Eva Marshal","Welsh noble"
Q530921,"Naunton Wayne","Welsh actor (1901-1970)"
Q531221,"Emyr Wyn Lewis","Welsh rugby union player"
Q5314279,"Duncan Bush","British poet"
Q5318595,"Dyfed Wyn-Evans","Welsh baritone opera singer"
Q5318618,Dyfodwg,"Welsh saint"
Q53191106,"Saint Meleri","5th century female Welsh saint"
Q5321815,"E. D. Jones","British librarian"
Q5331614,"Eben Upton","British computer scientist"
Q5335402,"Ed Shervington","Welsh rugby union player"
Q5335828,"Eddie Avoth","Welsh boxer"
Q533591,"Hue de Rotelande","Cambro-Norman poet"
Q5336328,"Eddie Morgan","Welsh rugby union player"
Q5336533,"Eddie Thomas","Welsh boxer and manager"
Q5336559,"Eddie Watkins","Welsh rugby union and rugby league footballer"
Q5336695,"Eddy Temple-Morris","British DJ"
Q5337183,"Edgar Cooper","Welsh cricketer (1891-1959)"
Q5337227,"Edgar Evans","Welsh opera singer"
Q5337317,"Edgar Jones","Welsh rugby union and rugby league footballer"
Q5337386,"Edgar Morgan","Welsh rugby union player"
Q5338553,"Edith Gostick","Canadian politician"
Q5339891,"Edmund W. Samuel","American politician"
Q534049,"Saint Petroc","Welsh prince and Christian saint"
Q5341722,"Edward Baker","English cricketer (1892-1969)"
Q5342184,"Edward Cadogan","British rower"
Q5343718,"Edward James","Welsh cricketer (1896-1975)"
Q5343822,"Edward Jones","Welsh cricketer, born 1896"
Q5344278,"Edward M. Lewis","American baseball player"
Q5345094,"Edward Roderick Davies","American businessman"
Q5345588,"Edward Thomas Chapman","Recipient of the Victoria Cross"
Q5345705,"Edward Vaughan","Welsh lawyer and politician"
Q5346531,"Edwin Hughes","Last survivor of the Charge of the Light Brigade"
Q5346733,"Edwin Pain","Welsh cricketer (1891-1947)"
Q5346920,"Edwin Williams","Welsh rugby union and rugby league footballer"
Q5346948,"Edwina Hart","British politician (born 1957)"
Q5348887,"Eifion Jones","British botanist (1925-2004)"
Q5349883,"Eirug Wyn","Welsh writer"
Q5353384,"Elan Closs Stephens","Welsh educator, Civil Servant"
Q5354271,"Eleanor Evans","British singer, actress and stage director"
Q5354362,"Eleanor Pilgrim","professional golfer"
Q5354460,"Eleazar Roberts","Welsh astronomer and writer"
Q53573757,"Nwyalen ach Selyf","6c Welsh saint"
Q5359948,"Elfyn Evans","British racing driver"
Q5359949,"Elfyn Richards","British aerospace engineer"
Q5361081,"Elin Fflur","Welsh singer and songwriter"
Q5361084,"Elin Jones","Welsh politician and AM (born 1966)"
Q5361330,"Elis James","Welsh comedian"
Q5362301,"Elizabeth Andrews","First woman organiser/Labour Party/Wales (1882-1960)"
Q5362547,"Elizabeth Casson","British doctor"
Q5362806,"Elizabeth Fritsch","Ceramic Artist"
Q5363403,"Elizabeth Randles","Welsh musician"
Q5363418,"Elizabeth Rees-Williams","Welsh socialite"
Q5363690,"Elizabeth Watkin-Jones","Welsh writer"
Q5364567,"Ella Smith","Welsh actress"
Q5365501,"Elliot Kear","Welsh rugby league footballer"
Q5367919,"Eluned Parrott","Welsh politician (born 1974)"
Q5368267,"Elvyn Bowen","Welsh cricketer (1907-1965)"
Q5368370,"Elwyn Gwyther","Welsh rugby union and rugby league footballer"
Q5368372,"Elwyn Jones","British writer"
Q53718889,"Tangwystl dau. of Brychan","5th c. Welsh saint"
Q53720089,"Teigiwg ach Ynyr","6th c. female, Welsh saint"
Q5372676,"Emlyn Gwynne","Welsh rugby union and rugby league footballer"
Q5372680,"Emlyn Jenkins","Welsh rugby union footballer, and rugby league footballer and coach"
Q5372866,"Emma Jones","British journalist"
Q5372963,"Emma Stansfield","British actress (b.1978)"
Q5374087,"Empire ISIS","Singer, Songwriter, Activist"
Q5374801,"Emrys Evans","Welsh rugby union and rugby league footballer"
Q5374802,"Emrys G. Bowen","Welsh geographer"
Q5374804,"Emrys James","Welsh actor (1928-1989)"
Q5374807,"Emrys Roberts","British politician (1910-1990)"
Q53779022,"Ina ach Cynyr","6th c. Welsh saint"
Q5378861,"Enid Charles","British statistician"
Q5379271,"Enoch William Bagshaw","American football player and coach (1884-1930)"
Q5381878,"Eos Counsell","Welsh musician"
Q5386383,"Eric Dolman","Welsh cricketer (1903-1969)"
Q5386513,"Eric Francis",architect
Q5392768,"Ernest Basil Verney","Ernest Basil Verney (1894-1967), British pharmacologist and physiologist; professor at University College London, University of Cambridge and University of Melbourne"
Q5394048,"Ernest Zobole","Welsh painter (1927-1999)"
Q5394513,"Ernie Harris","Welsh cricketer (1919-1996)"
Q5394553,"Ernie Jenkins","Welsh rugby union and rugby league footballer"
Q539515,"Gwendoline Davies","Welsh philanthropist and art collector"
Q5395517,"Errie Ball","professional golfer"
Q539583,"Rachel Rice","Reality show winner and actor"
Q539596,"Tessie O'Shea","actress, singer (1913-1995)"
Q5396272,"Eryl McNally","British politician (born 1942)"
Q540166,"Arthur Machen","Welsh author and mystic (1863-1947)"
Q540181,"Margaret Davies","Welsh art collector"
Q5411301,"Eurfyl ap Gwilym","Welsh economist (born 1944)"
Q5413794,"Euros Lewis","Welsh cricketer who played for Glanmorgan (1942-2014)"
Q5414305,"Eustace Hill","Welsh cricketer (1869-1933)"
Q5415381,"Evan Evans","Welsh scholar, poet and cleric, called ""Ieuan Fardd"" or ""Ieuan Brydydd Hir"""
Q5415404,"Evan Griffiths","translator of theological works"
Q5415420,"Evan Herber Evans","British minister"
Q5415434,"Evan James","cricketer (1918-1989)"
Q5415435,"Evan James","Welsh rugby union and rugby league footballer"
Q5415460,"Evan Llewelyn","Australian politician"
Q5415528,"Evan Roberts","Welsh rugby union player"
Q5415565,"Evan Watkins","Welsh rugby union and rugby league footballer, and cricketer (1882-1956)"
Q5415574,"Evan Williams","Welsh rugby union and rugby league footballer"
Q5415575,"Evan Williams","Welsh jockey"
Q5418903,"Ewan Davies","Welsh rugby union player"
Q5418983,"Ewen MacIntosh","Welsh actor and comedian"
Q5422950,"Eynon Evans","British actor and writer (1903-1989)"
Q5422952,"Eynon Hawkins","Welsh rugby union and rugby league footballer"
Q5423242,"Ezer Griffiths","Welsh physicist"
Q544101,"Sandra Gidley","British politician (born 1957)"
Q5442307,"Felix Powell","British, Welsh composer"
Q544397,"Angus Charles Graham","British scholar and Sinologist and Professor of Classical Chinese at the University of London (1919-1991)"
Q544524,"Brynle Williams","Welsh politician (1949-2011)"
Q5446237,"Ffred Ffransis","Welsh activist"
Q5451047,"Fiona Fox","director, Science Media Centre"
Q545123,"Thomas Pennant","Welsh naturalist (1726-1798)"
Q545186,"Dave Edmunds","Welsh Musician"
Q545328,"Tom Ward","British actor"
Q545471,"Philip Madoc","Welsh actor"
Q5454825,"Fisher Morgan","Welsh singer and actor (1908-1959)"
Q5462444,"Floyd Havard","British boxer"
Q547716,"Iolo Morganwg","Welsh poet, antiquarian, collector and literary forger"
Q54792592,"Andrew Edwards","British rally co-driver"
Q5481174,"Francis Gulston","British rower"
Q5485025,"Frank Andrews","Welsh rugby union and rugby league footballer"
Q5486506,"Frank Evans","Welsh rugby union and rugby league footballer"
Q5488502,"Frank Moody","British boxer"
Q5488823,"Frank Osmond","Welsh rugby union and rugby league footballer"
Q5488892,"Frank Parkin","British sociologist and writer"
Q5488912,"Philip Caveney","British writer"
Q5490423,"Frank Wilson","Welsh rugby union footballer, and rugby league footballer and coach"
Q5490493,"Frank Wrentmore","Welsh rugby union and rugby league footballer"
Q5495031,"Fred Dyer","Welsh singer and boxer"
Q549519,"Jak Jones","Welsh snooker player"
Q5495274,"Fred Godfrey","British World War I songwriter"
Q5495365,"Fred Hando",historian
Q5495472,"Fred Hole","art director"
Q5495881,"Fred Mathias","English cricketer (1898-1955)"
Q5496211,"Fred Samuel","Welsh rugby union and rugby league footballer"
Q5496831,"Freddie Williams","Welsh speedway rider"
Q5496892,"Freddy Morgan","Welsh Boxer"
Q5497346,"Frederick Barter","Recipient of the Victoria Cross"
Q5498030,"Frederick Higginson","Welsh rugby union player and flying ace"
Q5498286,"Frederick Llewellyn-Jones","British politician (1866-1941)"
Q5498664,"Frederick Rosier","Royal Air Force air marshals"
Q5499041,"Frederick Wilding","New Zealand lawyer, sportsman, sports administrator"
Q5515655,"Gabriel Goodman","Welsh priest and Dean of Westminster"
Q5516960,"Gai Toms","Welsh singer-songwriter"
Q5522758,"Garel Rhys","British academic"
Q5522779,"Gareth Alban Davies","British poet"
Q5522783,"Gareth Armstrong","Welsh actor, director, teacher and writer."
Q5522787,"Gareth Baber","Welsh rugby union footballer and coach"
Q5522798,"Gareth Chapman","Welsh rugby union player"
Q5522812,"Gareth Davies","cricketer (born 1975)"
Q5522819,"Gareth Davies","Welsh rugby league footballer and rugby union coach (b. 1973)"
Q5522821,"Gareth Davies","Rugby player, born in 1984"
Q5522829,"Gareth Edwards","Welsh cricketer"
Q5522851,"Gareth Glyn","British composer and broadcaster"
Q5522867,"Gareth Holgate","rugby player"
Q5522872,"Gareth Hughes","British actor (1894-1965)"
Q5522880,"Gareth Jewell",actor
Q5522883,"Gareth Jones","Welsh politician (born 1939)"
Q5522889,"Gareth Jones","Welsh rugby union player"
Q5522905,"Gareth Maule","Welsh rugby union player"
Q5522934,"Gareth Owen","Welsh rugby union player"
Q5522946,"Gareth Price","Welsh rugby union and rugby league footballer"
Q5522947,"Gareth Price","Welsh rugby union and rugby league footballer and coach"
Q5522948,"Gareth Pierce","Welsh actor"
Q5522951,"Gareth Rees","Welsh cricketer"
Q5522960,"Gareth Roberts","British physicist"
Q5522982,"Gareth Thomas","British politician (born 1954)"
Q5522983,"Gareth Thomas","British actor"
Q5522989,"Gareth Walters","British composer"
Q5523005,"Gareth Williams","Wales rugby union player"
Q5523710,"Garnon Davies",actor
Q5524777,"Gary Buckland","British boxer"
Q5525472,"Gary Ley","Novelist, poet"
Q5525478,"Gary Lockett","British boxer"
Q5525700,"Gary Owen","British playwright"
Q5525727,"Gary Pearce","Welsh rugby union and rugby league footballer"
Q5526232,"Garyn Lucas","rugby union player"
Q5534081,"Geoff Charles","Welsh photojournalist"
Q5534127,"Geoff Ellis","Welsh cricketer"
Q5534167,"Geoff Holder","British writer"
Q5534703,"Geoffrey James","Canadian photographer"
Q5534927,"Geoffrey Thomas","Welsh academic and President of Kellogg College, Oxford"
Q5536893,"George Bennet","Welsh rugby union and rugby league footballer"
Q5536905,"George Benson","British actor (1911-1983)"
Q5538123,"George Cording","English cricketer (1878-1946)"
Q5538555,"George Dobson","Welsh rugby union player"
Q5539465,"George Frederick Harris","Welsh artist; moved to Australia 1920"
Q55399621,"Linda Tomos","Welsh librarian"
Q5540434,"George Henry Challenger","aero-engineer born in Wales"
Q5540460,"George Henry Hall, 1st Viscount Hall","British politician (1881-1965)"
Q5540799,"George Howells","Welsh academic and writer; Principal of Serampore College, India"
Q55413128,"Gwyn Vaughan Jones","Welsh actor"
Q5541706,"George Lewis","Welsh rugby union and rugby league footballer"
Q5541768,"George Littlewood Hirst","Welsh rugby union player"
Q5541799,"George Lockwood Morris","Wales rugby union player"
Q5542118,"George Manning","New Zealand mayor"
Q5543029,"George Oliver","Welsh rugby union and rugby league footballer"
Q5543081,"George Owen","Welsh antiquarian, author, and naturalist"
Q5543567,"George Prowse","Recipient of the Victoria Cross"
Q5543769,"George Reed","cricketer (1906-1988)"
Q5544096,"George Ruddick","Welsh rugby union and rugby league footballer"
Q5544476,"George Shaw","Welsh cricketer (1931-1984)"
Q5545143,"George Thomas","Welsh rugby union and rugby league footballer"
Q5545378,"George Tuxford","Welsh Canadian general"
Q5548803,"Geraint Davies","Welsh rugby union and rugby league footballer"
Q5548804,"Geraint F. Lewis","Welsh astronomer born in Neath"
Q5548806,"Geraint Goodwin","British novelist"
Q5548808,"Geraint Davies","Welsh politician"
Q5548829,"Geraint Wyn Davies","Welsh-Canadian-American actor."
Q5549841,"Gerallt Lloyd Owen","Welsh poet"
Q5552536,"Gerrion Jones","British art collector"
Q5553517,"Gerwyn Edwards","Welsh cricketer"
Q5554440,"Gethin ap Gruffydd","Welsh nationalist"
Q5554442,"Gethin Robinson","Welsh rugby union player"
Q55609162,"David Williams","Welsh sailor and pirate"
Q5561126,"Gilbert Morgan","Welsh rugby union and rugby league footballer"
Q5562222,"Gillian Clarke","Welsh poet"
Q5562229,"Gillian Elisa","British actor, singer and comedian"
Q5563045,"Ginger Jones","British boxer"
Q5563602,"Giotto Griffiths","Welsh rugby union player"
Q5564080,"Gipsy Daniels","British boxer"
Q55652103,Efrddyl,
Q55652826,Ceindrych,"5c Welsh female saint"
Q556552,"E. E. Clive","Welsh actor in the early 20th century"
Q5566441,"Gladys Morgan","Welsh comedian"
Q5566655,"Glanville Williams","Welsh legal scholar"
Q5567906,"Glen Moody","British boxer"
Q5568095,"Glen Webbe","Welsh rugby union footballer"
Q5572832,"Glyn Berry","Canadian diplomat"
Q5572857,"Glyn Jones","Welsh novelist, poet and literary historian"
Q5572861,"Glyn Mathias","Television news correspondent"
Q5572883,"Glyn Samuel","Welsh cricketer (1917-1985)"
Q5572885,"Glyn Shaw","Welsh rugby union and rugby league footballer"
Q5572896,"Glyn Turner","Welsh rugby union and rugby league footballer"
Q5573295,"Roberto Romanello","British poker player"
Q55759986,"Morgan Webster","Welsh professional wrestler"
Q5581158,"Gomer Gunn","Welsh rugby union and rugby league footballer"
Q5581165,"Gomer Hughes","Welsh rugby union and rugby league footballer"
Q55844555,"Latalia Bevan","Welsh artistic gymnast"
Q5584971,"Gordon Child","Welsh cricketer"
Q5585440,"Gordon Lang","British politician (1893-1981)"
Q5585456,"Gordon Lewis","Welsh rugby union and rugby league footballer"
Q5585653,"Gordon Parry, Baron Parry","British politician (1925-2004)"
Q5586826,"Goronwy Roberts, Baron Goronwy-Roberts","British politician"
Q5591287,"Grace McCleen","British writer"
Q5592985,"Graham Kingston","Welsh cricketer"
Q5593171,"Graham Rees","Welsh rugby union and rugby league footballer"
Q559325,"Charles Clifford","Welsh photographer"
Q5593294,"Graham Sutton","Welsh scientist"
Q5606341,"Greg Thomas","Welsh born, English Test and County cricketer"
Q5606843,"Gregory Cameron","British bishop"
Q5608920,"Griffith Rhys Jones","British conductor"
Q5610965,"Howard Collins","Welsh martial artist"
Q561101,"Richard Price","Welsh nonconformist preacher and radical"
Q5611974,"Gruffudd Gryg","Welsh Poet"
Q5611991,"Gruffydd ap Rhys ap Thomas","Welsh knight"
Q561356,"Kevin Allen","actor, film director"
Q5615933,"Lee Dainton","British skateboarder and actor"
Q5616240,"Ormonde Maddock Dalton","British art historian"
Q56175528,"Sarah Jane Rees","Welsh poet, editor"
Q56176621,"Siôn Eirian","Welsh author and playwright"
Q56177314,"of Abergavenny Gabb family",family
Q56185445,"John Walters","rector of Llandough who corresponded between 1759 and 1789"
Q5620755,"Gus Risman","Welsh rugby union footballer, and rugby league footballer and coach"
Q5621836,"Guto Harri","Journalist and former political adviser"
Q5621838,"Guto Pryce","British musician"
Q5622295,"Guy Griffiths","Royal Marines officer"
Q5622477,"Guy Morgan","Welsh rugby union player (1907-1973)"
Q5623379,"Gwawr Edwards","Welsh singer"
Q5623522,Gwenllwyfo,"Welsh female saint"
Q5623524,"Gwenllian Lansdown","Welsh chief executive and former councillor (born 1979)"
Q5623526,"Gwenlyn Parry","Welsh dramatist"
Q5623765,"Gwyn Davies","Welsh rugby union and rugby league footballer"
Q5623767,"Gwyn A. Williams","Welsh historian"
Q5623776,"Gwyn Hughes",cricketer
Q5623786,"Gwyn Jones","Welsh physicist"
Q5623794,"Gwyn Richards","Welsh rugby union and rugby league footballer"
Q5623795,"Gwyn Richards","English cricketer"
Q5623807,"Gwyn Thomas","Welsh rugby union and rugby league footballer"
Q5623808,"Gwyn Thomas","British writer"
Q5623843,"Gwyneth Keyworth",actress
Q5623859,"Gwynfor Davies","Welsh cricketer (1908-1972)"
Q5623872,"Gwynn Evans","Welsh cricketer (1915-2001)"
Q562540,"Augustus John","Welsh painter (1878-1961)"
Q564059,"Annabel Schofield","Welsh actor and model"
Q56452474,"Kathryn Gray","Welsh poet"
Q564905,"Anthony Barnes Atkinson","British economist"
Q565725,"Anne Rasa","British ethologist"
Q5660102,"Harold Bird-Wilson","Royal Air Force air marshals"
Q5660490,"Harold Dickinson","Welsh cricketer (1911-1997)"
Q5660587,"Harold Edwards","Welsh rugby league footballer"
Q5661301,"Harold Jones","Welsh rugby union and rugby league footballer"
Q56651596,"Aled Llyr Thomas",
Q5667442,"Harry Bowcott","Welsh rugby union player"
Q5669252,"Harry Greene","Welsh television personality (1923-2013)"
Q5669329,"Harry Guest","British poet"
Q5670114,"Harry Jones","Welsh cricketer (1922-1995)"
Q5670133,"Harry Judge","Welsh academic"
Q5670706,"Harry Longueville Jones","Welsh archaeologist"
Q5672058,"Harry Royal","Welsh rugby union footballer, and rugby league footballer and coach"
Q56752753,"Alex Koukouravas","Welsh basketball player (1998-)"
